Book Name,Publisher,Author,Discounted Price,Discount Percentage,New Price,Discounted Percentage
Perili Ev,İş Bankası Kültür Yayınları,Kolektif,"60,00",40,"36,00",
Ateşpare 5,Ephesus Yayınları,Ceren Melek,"259,00",35,"168,35",
Lahza 3 – Gece ve Şafak,Dokuz Yayınları,Hümeyra,"250,00",45,"137,50",
Daluyku – İs Serisi 5,Dokuz Yayınları,Binnur Şafak Nigiz,"280,00",45,"154,00",
Göç,Olimpos Yayınları,Kate Stewart,"290,00",50,"145,00",
Karanlık Romeo’m,Olimpos Yayınları,L. J. Shen,"290,00",50,"145,00",
Bronz 2,Ren Kitap,Özge Naz,"290,00",50,"145,00",
Gecelerim,İş Bankası Kültür Yayınları,Ahmet Rasim,"28,00",40,"16,80",
Atlas Paradoksu,Martı Yayınları,Olivie Blake,"495,00",50,"247,50",
Kintsugi - Değerli Yaralar,Şule Yayınları,Ayşe Sevim,"130,00",45,"71,50",
Hapishane Şifacısı,Artemis Yayınları,Lynette Noni,"275,00",35,"178,75",
Onsra 2 - Hun,Dokuz Yayınları,Gökçen Koçan,"225,00",45,"123,75",
Kimsesizler Matemi 3,İndigo Kitap,Emine Tavuz,"329,00",40,"197,40",
Gökyüzünün Cenneti,İndigo Kitap,Sena Nur Işık,"289,00",40,"173,40",
Teyzelerini Ara,Ren Kitap,Jesse Q. Sutanto,"220,00",50,"110,00",
Yanan Denizin Dansı,Martı Yayınları,E. J. Mellow,"495,00",50,"247,50",
Arkadaşı Suçlamak,Athica Yayınları,Lee Kkochnim,"180,00",23,"138,60",
Öğrenci Kız,Tokyo Manga,Osamu Dazai,"54,00",45,"29,70",
Kültür ve Dil,Dergah Yayınları,Mehmet Kaplan,"200,00",23,"154,00",
Tanrıların Gölgesi,Martı Yayınları,John Gwynne,"395,00",50,"197,50",
Alevlerin Lordu,Olimpos Yayınları,C. N. Crawford,"220,00",50,"110,00",
Yalanın Cazibesi,Ren Kitap,Rina Kent,"220,00",50,"110,00",
Kayıp Eczacı,Yabancı Yayınları,Sarah Penner,"210,00",45,"115,50",
Matmazel Noraliya`nın Koltuğu,Ötüken Neşriyat,Peyami Safa,"180,00",40,"108,00",
Tavuk Bacaklı Ev,Genç Timaş,Sophie Anderson,"190,00",28,"136,80",
Yozlaşmış Harabeler,Ren Kitap,Emre Gül,"290,00",55,"130,50",
Olay,Can Yayınları,Annie ErnauX,"78,00",40,"46,80",
Yanlış Yer Yanlış Zaman,Olimpos Yayınları,Gillian Mcallister,"260,00",52,"124,80",
Aşk Çıkmazı,Nemesis Kitap,Ali Hazelwood,"139,00",49,"70,89",
Beklenmedik Koşullar,Olimpos Yayınları,Lauren Asher,"260,00",50,"130,00",
Yaban Çiçeği Serisi Kutulu Set,Ren Kitap,Micalea Smeltzer,"455,00",55,"204,75",
Gothikana,Martı Yayınları,Runyx,"295,00",58,"123,90",
Ateşpare 2 Özel Baskı,Ephesus Yayınları,Ceren Melek,"309,00",35,"200,85",
Balkabağı ve Tarçın,Ren Kitap,Betül Güçlü,"275,00",50,"137,50",
Şık,İş Bankası Kültür Yayınları,Hüseyin Rahmi Gürpınar,"34,00",40,"20,40",
Made Serisi Kutulu - 3 Kitap,Martı Yayınları,Danielle Lori,"720,00",50,"360,00",
Nagasaki`nin Çanları,İthaki Yayınları,Takaşi Nagai,"90,00",45,"49,50",
Siyah Kuğu 2 - Ruh Kadehi,Epsilon Yayınevi,Beyza Aksoy,"345,00",40,"207,00",
Evelyn Hugo`nun Yedi Kocası,Yabancı Yayınları,Taylor Jenkins Reid,"270,00",45,"148,50",
Kan ve Taşın Laneti,Artemis Yayınları,K. A. Tucker,"325,00",35,"211,25",
Düşler Cemresi,Liman Yayınevi,Tajdin Kızılboğa,"93,00",33,"62,31",
Dışarı’daki Kız 2,Athica Yayınları,Nagabe,"140,00",23,"107,80",
Felix Evi`nde Neler Oldu?,Olimpos Yayınları,Cara Hunter,"260,00",50,"130,00",
Kaiju No: 8 - 8 No’lu Canavar 3,Kurukafa Yayınevi,Naoya Matsumoto,"110,00",25,"82,50",
Ahval,Araz Kitap,Elif Baydur Karaca,"140,00",33,"93,80",
Solmuş Mürekkep 2,Ephesus Yayınları,Meryem Nart,"259,00",35,"168,35",
Dedektif Hanşiçi`nin Tuhaf Vaka Defteri,İthaki Yayınları,Kido Okamoto,"130,00",45,"71,50",
Spy x Family 4. Cilt,Gerekli Şeyler Yayıncılık,Tatsuya Endo,"120,00",23,"92,40",
Chainsaw Man 4. Cilt,Gerekli Şeyler Yayıncılık,Tatsuki Fujimoto,"120,00",23,"92,40",
Babıali`ye Son Tren,Biz Kitap,Haluk Şahin,"300,00",33,"201,00",
Carrie Soto Geri Döndü,Yabancı Yayınları,Taylor Jenkins Reid,"290,00",45,"159,50",
Topal,Hasrem Yayınları,Müjde Aklanoğlu,"300,00",33,"201,00",
Sahirin Gelini 2,Kayıp Kıta Yayınları,Kore Yamazaki,"120,00",28,"86,40",
Hacker 3 - Kötü Şöhret,Epsilon Yayınevi,Murat Ekşi,"198,50",40,"119,10",
Hollow Kardeşler,Martı Yayınları,Krystal Sutherland,"295,00",50,"147,50",
Foxglove,Artemis Yayınları,Adalyn Grace,"275,00",35,"178,75",
Foxglove,Artemis Yayınları,Adalyn Grace,"225,00",35,"146,25",
Gölgenin Öpücüğü,İndigo Kitap,Rebecca L. Garcia,"189,00",40,"113,40",
Yaban Çiçegi Veda,Ren Kitap,Micalea Smeltzer,"100,00",50,"50,00",
Kayıtsız Adam,Yapı Kredi Yayınları,Marcel Proust,"50,00",35,"32,50",
Kör Atış,Pukka Yayınları,Teagan Hunter,"189,00",45,"103,95",
Gerçek Aşkın Laneti,Dex Yayınevi,Stephanie Garber,"200,00",30,"140,00",
Mendil Altında,İş Bankası Kültür Yayınları,Memduh Şevket Esendal,"46,00",40,"27,60",
Kuma Kuma Kuma Bear - 5,Kayıp Kıta Yayınları,Kumanano,"120,00",28,"86,40",
İçimizden Biri,Olimpos Yayınları,Lucy Clarke,"260,00",50,"130,00",
Karanlık Oda Kuralları,Artemis Yayınları,Robin Roe,"225,00",35,"146,25",
Dikenler ve Güller Sarayı Kutulu Set Dövme Hediyeli,Dex Yayınevi,Sarah J. Maas,"2.150,00",30,"1.505,00",
Persona - 1,Pukka Yayınları,Asena Nişikli,"199,00",45,"109,45",
Percy Jackson ve Olimposlular 2 Canavarlar Denizi,XLIBRIS,Rick Riordan,"210,00",30,"147,00",
Lahza 2 - Har ve Kül İmzalı,Dokuz Yayınları,Hümeyra,"250,00",45,"137,50",
Yıldızların Laneti Serisi - 5 Kitap Kutulu,İndigo Kitap,Sena Nur Işık,"1.105,00",40,"663,00",
Kızın Hikayesi,Can Yayınları,Annie ErnauX,"120,00",40,"72,00",
Gökyüzünün Cenneti,İndigo Kitap,Sena Nur Işık,"239,00",40,"143,40",
Huzur,Dergah Yayınları,Ahmet Hamdi Tanpınar,"340,00",23,"261,80",
Uçaktaki Yabancı,Martı Yayınları,T. L. Swan,"225,00",50,"112,50",
Beni Unutma,Müptela Yayınları,Dilek Bilgiç Esen,"200,00",45,"110,00",
Öyle Bir Uğradım 1,Ephesus Yayınları,Maral Atmaca,"259,00",35,"168,35",
Kapalı Kapılar Ardında,Olimpos Yayınları,Jane Casey,"260,00",50,"130,00",
Otlakçı,İş Bankası Kültür Yayınları,Memduh Şevket Esendal,"50,00",40,"30,00",
Yalanın Yangını,Ren Kitap,Rına Kent,"220,00",50,"110,00",
Solmuş Mürekkep,Ephesus Yayınları,Meryem Nart,"249,00",35,"161,85",
Eğer Beni Görebilseydiniz,Olimpos Yayınları,Ann Liang,"230,00",50,"115,00",
Arlo Finch – Ayışığı Gölü,İndigo Kitap,John August,"229,00",40,"137,40",
Ben Meryem - Hayallerime Bilet Var Mı?,Yediveren Yayınları,Alişan Kapaklıkaya,"149,00",40,"89,40",
Kusursuz,Nemesis Kitap,Elsie Silver,"219,00",40,"131,40",
Freddy`nin Pizza Dükkanı`nda Beş Gece - Gümüş Gözler Çizgi Roman,Olimpos Çocuk,Clauiıa Schroder,"220,00",50,"110,00",
Jujutsu Kaisen 7. Cilt,Gerekli Şeyler Yayıncılık,Gege Akutami,"120,00",25,"90,00",
Ötanazi Okulu 4,Ephesus Yayınları,Maral Atmaca,"259,00",35,"168,35",
Çarpık Yalanlar,Martı Yayınları,Ana Huang,"395,00",50,"197,50",
Uzakların Şarkısı,Ketebe Yayınları,Kaan Murat Yanık,"179,00",40,"107,40",
Çırpınan Kanatlar Evi,Olimpos Yayınları,Olivia Wildenstein,"260,00",50,"130,00",
Dürdane Hanım,İş Bankası Kültür Yayınları,Ahmet Mithat Efendi,"44,00",40,"26,40",
Çarpık Nefret,Martı Yayınları,Ana Huang,"395,00",50,"197,50",
Gecenin Hikayesi - Aylema,Martı Yayınları,N. G. Kabal,"345,00",55,"155,25",
Karanlığın Dokunuşu,Martı Yayınları,Scarlett St. Clair,"295,00",43,"168,15",
Maça Kızı 8 - 1. Kitap Kutulu Set,Artemis Yayınları,Dilara Pamuk,"488,00",23,"375,76",
Maça Kızı 8 - 1. Kitap,Artemis Yayınları,Dilara Pamuk,"298,00",35,"193,70",
Jason Thorn`u Sevmek,Yabancı Yayınları,Ella Maise,"220,00",45,"121,00",
Ateşpare 3,Ephesus Yayınları,Ceren Melek,"289,00",35,"187,85",
Fareler ve İnsanlar,İletişim Yayınevi,John Steinbeck,"105,00",18,"86,10",
Kuru Kız,Can Yayınları,Ayfer Tunç,"145,00",40,"87,00",
Adeline’ı Avlamak,Lapis Kitap,H. D. Carlton,"259,00",33,"173,53",
Siyam II - Kanbeyaz,Epsilon Yayınevi,Beyza Aksoy,"265,00",40,"159,00",
Belladonna,Artemis Yayınları,Adalyn Grace,"250,00",35,"162,50",
Amerikan Ev Arkadaşı Deneyi,Yabancı Yayınları,Elena Armas,"235,00",45,"129,25",
Bağlı,Ren Kitap,Emily McIntire,"220,00",50,"110,00",
Pera Palas`ta Onbir Gece,Genç Timaş,Kayahan Demir,"110,00",28,"79,20",
İçinde Bir Sen 3 - Yehmum,Dokuz Yayınları,Binnur Şafak Nigiz,"225,00",53,"105,75",
Lahza 1 – Mah Ve Şer,Dokuz Yayınları,Hümeyra,"210,00",43,"119,70",
İçi Boş Yeminler,Martı Yayınları,Lexi Ryan,"350,00",58,"147,00",
Warcross: Bir Sanal Gerçeklik Oyunu,Yabancı Yayınları,Marie Lu,"220,00",45,"121,00",
Üç Köşeli Dünya,İthaki Yayınları,Natsume Soseki,"80,00",45,"44,00",
Ateşli Kanatlar 1 - Hilekar,Dokuz Yayınları,R. Gaye Önel,"89,00",66,"29,90",
Dağ Başında Aşk 2,Dokuz Yayınları,Rabia Gümüş,"89,00",66,"29,90",
Düello,İş Bankası Kültür Yayınları,Anton Çehov,"48,00",40,"28,80",
Siyam,Epsilon Yayınevi,Beyza Aksoy,"345,00",35,"224,25",
Daisy Mason Nerede?,Olimpos Yayınları,Cara Hunter,"260,00",55,"117,00",
Mussolini : Otobiyografim,Zeplin Kitap,Mussolini,"140,00",33,"93,80",
Ateşpare - 1 Özel Baskı,Ephesus Yayınları,Ceren Melek,"309,00",47,"163,77",
Müslüman Yürekler Bilirim,İz Yayıncılık,Erdem Bayazıt,"206,00",29,"146,26",
Beş Sevim Apartmanı,Can Yayınları,Mine Söğüt,"151,00",40,"90,60",
Aşiyan Serisi - Kutulu 3 Kitap Takım,Dokuz Yayınları,Hümeyra,"795,00",45,"437,25",
İnsan Bir Yanılgıdır,Klaros Yayınları,Cemil Korkmaz,"140,00",33,"93,80",
Xoxo,Artemis Yayınları,Axie Oh,"245,00",35,"159,25",
Nebo’nun Mavi Kitabı,Nemesis Kitap,Manon Steffan Ros,"129,00",63,"47,73",
Beş Yıl Sonra,Yabancı Yayınları,Rebecca Serle,"195,00",26,"144,30",
Kahramanlık Akademim 24. Cilt,Gerekli Şeyler Yayıncılık,Kohei Horikoşi,"120,00",23,"92,40",
Cemo,İkinci Adam Yayınları,Alaattin Torun,"160,00",33,"107,20",
Conan the Barbarian #23,Marmara Çizgi,Jim Zub,"59,00",33,"39,53",
Conan the Barbarian #21,Marmara Çizgi,Jim Zub,"59,00",33,"39,53",
Conan the Barbarian #22,Marmara Çizgi,Jim Zub,"59,00",33,"39,53",
Ejderhanın Gazabı,Martı Yayınları,Kiersten White,"400,00",50,"200,00",
Emily Wilde’ın Periler Ansiklopedisi,Nemesis Kitap,Heather Fawcett,"239,00",28,"172,08",
Vardaesia,Artemis Yayınları,Lynette Noni,"275,00",35,"178,75",
Unutulmuş Kuşlar Göğü - 2,Ephesus Yayınları,K. Kübra Berk,"259,00",35,"168,35",
Karanlık ve Tatlı Zehir,İndigo Kitap,Judy I. Lin,"279,00",40,"167,40",
Kızıl Gece III,Epsilon Yayınevi,DuruMavii,"250,00",35,"162,50",
Ankara Diye İnsanlar Vardır,Hep Kitap,Bige Güven Kızılay,"210,00",28,"151,20",
Şifacı Günceleri 1,Athica Yayınları,Touko Shino,"140,00",23,"107,80",
Zambaklar Çiçek Açtığında,Elpis Yayınları,Edanur Döğer,"99,00",38,"61,38",
Korku Burnu,İthaki Yayınları,John D. MacDonald,"110,00",45,"60,50",
Fantom Etkisi - Doğa Dönüyor,Artemis Yayınları,Selin Solaris,"255,00",35,"165,75",
Genç Stalin - Kızıl Çar’ın Sarayı,Kronik Kitap,Simon Sebag Montefiore,"595,00",45,"327,25",
Siyah ve Beyaz,Siyah Beyaz Yayınları,Abdulkadir Karademir,"150,00",33,"100,50",
Hikaye Hırsızı,Altın Kitaplar,Jean Hanff Korelitz,"210,00",23,"161,70",
Oyuncak Bebek Sevgilim 4. Cilt,Gerekli Şeyler Yayıncılık,Şiniçi Fukuda,"120,00",23,"92,40",
Kadını Vur Şark’ı Düşür,Demos Yayınları,Nurlan Nazlı Kaya,"240,00",33,"160,80",
Solmuş Mürekkep 2,Ephesus Yayınları,Meryem Nart,"289,00",35,"187,85",
Naber Sayı 12,Komikşeyler Yayıncılık,Umut Sarıkaya,"50,00",28,"36,00",
Parlak Denizin Ardında,Genç Timaş,Lauren Wolk,"180,00",28,"129,60",
İşaretli’nin Şarkısı,Olimpos Yayınları,S. M. Gaither,"490,00",50,"245,00",
Ölüme Yazgılı Şehir,İthaki Yayınları,Boris Strugatski,"340,00",45,"187,00",
Dublinliler,İş Bankası Kültür Yayınları,James Joyce,"64,00",40,"38,40",
Hilal Şehir 3: Alev ve Gölge Hanesi,Dex Yayınevi,Sarah J. Maas,"420,00",30,"294,00",
Kızıl Sarmaşık,Parola Yayınları,Ayşenur İnce,"249,00",40,"149,40",
Arlo Finch – Gölgeler Krallığı,İndigo Kitap,John August,"229,00",40,"137,40",
An’da ve Farkında Olan Sen,Yakın Kitabevi,Zeynep Cihangir Çankaya,"120,00",23,"92,40",
Yalnız Efe,Can Yayınları,Ömer Seyfettin,"60,00",40,"36,00",
Aforizmalar,İş Bankası Kültür Yayınları,Bernard Shaw,"38,00",40,"22,80",
Maymun Adası,İthaki Yayınları,Osamu Dazai,"65,00",45,"35,75",
Yıldızlı Gece Tiyatrosu,Genç Timaş,Nazan Tarım,"130,00",28,"93,60",
Tokyo Revengers 7. Cilt,Gerekli Şeyler Yayıncılık,Ken Vakui,"120,00",23,"92,40",
Dinozor Öyküleri,İthaki Yayınları,Ray Bradbury,"80,00",45,"44,00",
Doksan Artı Dört - 1,Pukka Yayınları,Gülben Sakar,"199,00",45,"109,45",
No.26 Serisi Seti 2 Kitap,İndigo Kitap,Beyza Alkoç,"578,00",40,"346,80",
Notanın Ervahı 1: İlk Ritim,Ephesus Akademi,Sümeyye Demirkan,"249,00",33,"166,83",
Atlas Paradoksu,Martı Yayınları,Olivie Blake,"395,00",50,"197,50",
Percy Jackson ve Olimposlular -Titan`ın Laneti,XLIBRIS,Rick Riordan,"220,00",30,"154,00",
Şeker Portakalı Üçlemesi Seti,Can Yayınları,Jose Mauro de Vasconcelos,"470,00",40,"282,00",
Yalan Üçlemesi,Ren Kitap,Rina Kent,"675,00",50,"337,50",
Okumaz Yazmaz,Can Yayınları,Agota Kristof,"72,00",40,"43,20",
Blue Period 1. Cilt,Gerekli Şeyler Yayıncılık,Tsubasa Yamaguçi,"120,00",32,"81,60",
Zihnim Ruhuma Eziyet,Siyah Beyaz Yayınları,Esra Kibaroğlu Çidanlı,"150,00",33,"100,50",
Kalpsiz,Nemesis Kitap,Elsie Silver,"228,00",40,"136,80",
"Aşk, Teorik Olarak",Nemesis Kitap,Ali Hazelwood,"240,00",40,"144,00",
Üstesinden Gelemediğimiz Şeyler,Martı Yayınları,Lucy Score,"395,00",50,"197,50",
Hiçbir Dünyanın Kızı,Martı Yayınları,Carissa Broadbent,"495,00",50,"247,50",
Dünyayı Değiştir 5,Kayıp Kıta Yayınları,Yuya Kanzaki,"120,00",28,"86,40",
Denizin Altına Düşen Kız,Yabancı Yayınları,Axie Oh,"200,00",45,"110,00",
Yanan Denizin Dansı,Martı Yayınları,E. J. Mellow,"395,00",50,"197,50",
Ölü Tanrı`nın Şarkısı Kutulu,Ren Kitap,Dilara Özçelik,"280,00",50,"140,00",
Maça Kızı 8 - 2. Kitap,Artemis Yayınları,Dilara Pamuk,"258,00",35,"167,70",
Maça Kızı 8 - 2. Kitap Kutulu,Artemis Yayınları,Dilara Pamuk,"488,00",35,"317,20",
Sille,Aile Yayınları,Hüma Çalışkan,"60,00",45,"33,00",
Raşomon,Tokyo Manga,Ryunosuke Akutagawa,"54,00",45,"29,70",
Otogizoshi,Tokyo Manga,Osamu Dazai,"76,00",45,"41,80",
Asel,İndigo Kitap,Sena Nur Işık,"199,00",40,"119,40",
Chainsaw Man 3. Cilt - Testere Adam,Gerekli Şeyler Yayıncılık,Tatsuki Fujimoto,"120,00",25,"90,00",
Vurdu ve Aşk! -2,Ephesus Yayınları,Beyza Kırıkcı,"249,00",35,"161,85",
Bir Papatya Şarkısı 1,Ephesus Yayınları,K. Kübra Berk,"289,00",35,"187,85",
Oyuncak Bebek Sevgilim 3,Gerekli Şeyler Yayıncılık,Şiniçi Fukuda,"120,00",32,"81,60",
Ona Kadar Say Saklambaç,Sia Kitap,Işıl Işık,"175,00",40,"105,00",
Arka Sıradaki Çocuk,XLIBRIS,Onjali Q. Rauf,"175,00",30,"122,50",
Ölümcül Tatil,Martı Yayınları,Tessa Bailey,"225,00",50,"112,50",
Alaskaya Giderken,Ren Kitap,K. A. Tucker,"220,00",50,"110,00",
O Gece,Olimpos Yayınları,Gillian Mcallister,"260,00",50,"130,00",
Drakula,İş Bankası Kültür Yayınları,Bram Stoker,"130,00",40,"78,00",
Bir Kavanoz Aşk,Ren Kitap,Kate Canterbary,"220,00",50,"110,00",
Kuma Kuma Kuma Bear Cilt 4,Kayıp Kıta Yayınları,Kumanano,"120,00",28,"86,40",
Kitap Kurtları,Epsilon Yayınevi,Emily Henry,"225,00",40,"135,00",
Kayıp,Martı Yayınları,Zeynep Sey,"99,00",50,"49,50",
Ben Bir Gürgen Dalıyım,Parantez Yayınları,Hasan Ali Toptaş,"175,00",22,"136,50",
Kiraz Çiçeklerinin Altında,İthaki Yayınları,Ango Sakaguçi,"90,00",45,"49,50",
Tokyo Revengers 6. Cilt,Gerekli Şeyler Yayıncılık,Ken Vakui,"120,00",25,"90,00",
Lia Ve Beckett’in Abrakadabrası,Artemis Yayınları,Amy Noelle Parks,"165,00",35,"107,25",
Dünyanın Sonunda Bir Yer Ciltli Özel Baskı,Ephesus Yayınları,Amie Kaufman,"249,00",35,"161,85",
Yeşili Sevmek,Ephesus Yayınları,Leman Veli,"249,00",35,"161,85",
"Sam, Orada Mısın?",Yabancı Yayınları,Dustin Thao,"170,00",45,"93,50",
Dreamland Milyarderleri Set Kutulu,Olimpos Yayınları,Lauren Asher,"750,00",50,"375,00",
Kahramanlar Düştüğünde,Lapis Kitap,Giana Darling,"249,00",33,"166,83",
Sonsuz Yağmurların Şarkısı,Martı Yayınları,E. J. Mellow,"395,00",43,"225,15",
Hain Kraliçe,Martı Yayınları,Danielle L. Jensen,"395,00",50,"197,50",
Sonsuz Yağmurların Şarkısı,Martı Yayınları,E. J. Mellow,"295,00",50,"147,50",
Layla,Epsilon Yayınevi,Colleen Hoover,"235,00",40,"141,00",
Ateş 3 - Kavuşmak,İndigo Kitap,Filiz Puluç,"249,00",40,"149,40",
Ateş 3 - Kavuşmak İmzalı,İndigo Kitap,Filiz Puluç,"299,00",40,"179,40",
Kalpsizler,Genç Timaş,Kerilynn Wilson,"325,00",28,"234,00",
Harry Potter Gibi Düşünmek ve Davranmak,Teras Kitap,Carla Schiappa,"99,00",33,"66,33",
Cehennemin Krallığı,Ephesus Yayınları,Kerri Maniscalco,"249,00",35,"161,85",
Nasıl Temizlenebilirim?,Epsilon Yayınevi,M.Hakan Türkçapar,"168,50",40,"101,10",
Ejderhalarla Uçan Prenses,Martı Çocuk Yayınları,Stephanie Burgis,"128,00",58,"53,76",
İpi Kopuk Kuklalar,Martı Yayınları,Almina Taner,"225,00",55,"101,25",
Yalanın Yemini,Ren Kitap,Kolektif,"220,00",50,"110,00",
Yaralı,Ren Kitap,Emily Mcintire,"220,00",50,"110,00",
Kayıp,Martı Yayınları,Zeynep Sey,"210,00",55,"94,50",
Dikenler Şehri,Olimpos Yayınları,C. N. Crawford,"220,00",50,"110,00",
Yaşadım Demek İçin Ne Yapmalı?,Tuhaf Yayınları,Büşra Sanay,"180,00",28,"129,60",
Sana Hala Bagˆımlı,Martı Yayınları,Krista & Becca Ritchie,"395,00",58,"165,90",
Ateş- Ulaş`mak,İndigo Kitap,Filiz Puluç,"289,00",40,"173,40",
Bir Milyon Öpücük,Ren Kitap,Monica Murphy,"220,00",50,"110,00",
Messi - Sahanın Yıldızları,Parodi Yayınları,Harry Coninx,"69,90",31,"48,23",
Banana Fish 2. Cilt,Gerekli Şeyler Yayıncılık,Akimi Yoşida,"225,00",42,"130,50",
Karmaşık Bağlar,Martı Yayınları,Lexi Ryan,"395,00",55,"177,75",
Ötanazi Okulu 3,Ephesus Yayınları,Maral Atmaca,"259,00",35,"168,35",
Harika Bir Hayat,Can Yayınları,Hikmet Hükümenoğlu,"175,00",40,"105,00",
Kaplanın Sırtında,İnkılap Kitabevi,Zülfü Livaneli,"180,00",30,"126,00",
Ayaşlı ile Kiracıları,Ketebe Yayınları,Memduh Şevket Esendal,"40,00",40,"24,00",
Üç İstanbul,Everest Yayınları,Mithat Cemal Kuntay,"525,00",55,"236,25",
Bir Ruh Macerası,Ketebe Yayınları,Ayşe Şasa,"168,00",40,"100,80",
Unutulmuş Kuşlar Göğü - 1,Ephesus Yayınları,K. Kübra Berk,"289,00",35,"187,85",
Unutulmuş Kuşlar Göğü - 1,Ephesus Yayınları,K. Kübra Berk,"259,00",35,"168,35",
Ateşpare 2,Ephesus Yayınları,Ceren Melek,"289,00",35,"187,85",
Festergrimm,Genç Timaş,Thomas Taylor,"260,00",55,"117,00",
Lanetli Tavşan,İthaki Yayınları,Bora Chung,"185,00",45,"101,75",
Surname,Kapı Yayınları,İskender Pala,"175,00",43,"99,75",
Yollar Dönüşe Gider,Timaş Yayınları,Nurullah Genç,"260,00",29,"184,60",
Kuzenler,Yabancı Yayınları,Karen M. McManus,"230,00",45,"126,50",
Beyaz Diş,Kitap Vadisi Yayınları,Jack London,"25,00",43,"14,25",
Eğer Peşinden Gelirsem,Ren Kitap,Emre Gül,"100,00",55,"45,00",
Yangın Mavisi 4 - Kor,Dokuz Yayınları,Binnur Şafak Nigiz,"89,00",66,"29,90",
Ateşli Kanatlar 4 - Kahin,Dokuz Yayınları,R. Gaye Önel,"89,00",66,"29,90",
Yangın Mavisi 3 - Yangın,Dokuz Yayınları,Binnur Şafak Nigiz,"89,00",66,"29,90",
Ateşli Kanatlar 3 - Diriliş,Dokuz Yayınları,R. Gaye Önel,"89,00",66,"29,90",
Yangın Mavisi 5 - Kül,Dokuz Yayınları,Binnur Şafak Nigiz,"89,00",66,"29,90",
Yangın Mavisi 2 - Ateş,Dokuz Yayınları,Binnur Şafak Nigiz,"89,00",66,"29,90",
Ateşli Kanatlar 2 - Lider,Dokuz Yayınları,R. Gaye Önel,"89,00",66,"29,90",
İFA - İnsanın Fabrika Ayarları Genişletilmiş Yeni Baskı,Tuti Kitap,Sinan Canan,"375,00",28,"270,00",
Küçük Detaylar,Olimpos Yayınları,Lauren Asher,"260,00",50,"130,00",
Çeyiz,Hayykitap,Hatice Kübra Tongar,"190,00",45,"104,50",
November’ı Öldürmek Özel Baskı,Ephesus Yayınları,Adriana Mather,"229,00",45,"125,95",
Korsan Kralın Kızı Serisi - Kutulu Set,Martı Yayınları,Tricia Levenseller,"420,00",50,"210,00",
Efsane,Yabancı Yayınları,Adrienne Young,"210,00",26,"155,40",
İnsan Nedir?,Kapı Yayınları,Mark Twain,"75,00",55,"33,75",
Dalkavuklar Gecesi - Z Vitamini,Ötüken Neşriyat,Hüseyin Nihal Atsız,"110,00",40,"66,00",
Otranto Şatosu,İthaki Yayınları,Horace Walpole,"65,00",45,"35,75",
Kvaidan - Tuhaf Şeylere Dair Öyküler ve İncelemeler,İthaki Yayınları,Lafcadio Hearn,"100,00",45,"55,00",
Yabancılarla Bir Yaz,İthaki Yayınları,Taiçi Yamada,"115,00",45,"63,25",
Vincent ve Theo - Van Gogh Kardeşler,Martı Yayınları,Deborah Heiligman,"160,00",72,"44,80",
Butimar,Ketebe Yayınları,Kaan Murat Yanık,"169,00",40,"101,40",
Ay Demir,İş Bankası Kültür Yayınları,Müfide Ferit Tek,"50,00",40,"30,00",
Kırmızı Han,Can Yayınları,Honore de Balzac,"62,00",40,"37,20",
Siren Kraliçesinin Kızı,Martı Yayınları,Tricia Levenseller,"295,00",55,"132,75",
Çatı Katı,Yediveren Yayınları,Işıl Işık,"199,00",40,"119,40",
Yürüyen Şato - Yürüyen Şato Serisi 1,İthaki Yayınları,Diana Wynne Jones,"335,00",45,"184,25",
Yaban Çiçeği,Ren Kitap,Micalea Smeltzer,"220,00",56,"96,80",
Bu Bir #AşkHikayesi Değil,Ren Kitap,Sonia Hartl,"85,00",50,"42,50",
Kalıntı Seti,Ephesus Yayınları,Ceren Melek,"518,00",35,"336,70",
Matem Çiçekleri,Epsilon Yayınevi,Beyza Aksoy,"168,50",35,"109,53",
En Karanlık Günah,Martı Yayınları,Danielle Lori,"275,00",55,"123,75",
Hırsızların Yemini,Martı Yayınları,Mary E. Pearson,"395,00",55,"177,75",
Mihail,İş Bankası Kültür Yayınları,Panait İstrati,"56,00",40,"33,60",
Kör Pencereler,İz Yayıncılık,Rasim Özdenören,"108,00",62,"41,04",
Kendimden,Ulysses Yayınları,Faysal Karagökçe,,,"90,00",
"Aşık Erkekler: Çılgın, Sersem ve Tutkulu",Nemesis Kitap,Lyssa Kay Adams,"229,00",28,"164,88",
Dünyaya Geldim Gitmeye,TK Yayınevi,Sadettin Ökten,"150,00",28,"108,00",
R. U. R. - Rossum’un Evrensel Robotları,İş Bankası Kültür Yayınları,Karel Çapek,"48,00",40,"28,80",
İs Serisi 5 Kitap Takım Kutulu Ciltli,Dokuz Yayınları,Binnur Şafak Nigiz,"1.350,00",43,"769,50",
Cavit Çağlar Fırtınalı Bir Yaşamöyküsü,Doğan Kitap,Hulusi Turgut,"400,00",30,"280,00",
Gölge Serisi 2: Gecenin Gölgesinde,Ephesus Yayınları,Fatih Murat Arsal,"259,00",35,"168,35",
Blue Period 2. Cilt,Gerekli Şeyler Yayıncılık,Tsubasa Yamaguçi,"120,00",23,"92,40",
